# EIA international shipping data converted to EJ, aggregated by country, 
# adding USSR data to Russia
Country,year,value,iso,GCAM_region_ID
Chad,1993,8.004164879356568e-4,tcd,5
Chile,1993,0,chl,26
China,1993,0.10086329391891893,chn,11
Colombia,1993,0.0048986450522908965,col,32
Comoros,1993,0,com,2
Congo (Brazzaville),1993,2.2414065315315318e-4,cog,5
Congo (Kinshasa),1993,0.005947238724548946,cod,5
Cook Islands,1993,4.002082439678284e-4,cok,29
Costa Rica,1993,0.002865755428652513,cri,9
Cote dIvoire (IvoryCoast),1993,0.0034017700737265415,civ,5
Croatia,1993,0,hrv,15
Cuba,1993,0.0026013535857908852,cub,9
Cyprus,1993,0.0019451562848706618,cyp,12
Czech Republic,1993,0,cze,12
Denmark,1993,0.05387187548305679,dnk,13
Djibouti,1993,0.004602394805630027,dji,2
Dominica,1993,0,dma,9
Dominican Republic,1993,0,dom,9
Ecuador,1993,0.01584968865299616,ecu,26
Egypt,1993,0.0733234383317634,egy,3
El Salvador,1993,0,slv,9
Equatorial Guinea,1993,0,gnq,5
Eritrea,1993,0,eri,2
Estonia,1993,0,est,12
Ethiopia,1993,0.0026232821131765816,eth,2
Falkland Islands (Islas Malvinas),1993,0,flk,13
Faroe Islands,1993,0,fro,13
Fiji,1993,0.0024252859949762096,fji,29
Finland,1993,0.021492865258254234,fin,13
Former Czechoslovakia,1993,0,cze,12
Former Serbia and Montenegro,1993,0,scg,15
France,1993,0.10118177795691133,fra,13
French Guiana,1993,8.004164879356568e-4,guf,25
French Polynesia,1993,0.0030103327599823692,pyf,29
Gabon,1993,0.0024012494638069705,gab,5
"Gambia, The",1993,0,gmb,5
Georgia,1993,0,geo,10
Germany,1993,0.09125469058401564,deu,13
"Germany, East",1993,0,deu,13
"Germany, West",1993,0,deu,13
Ghana,1993,0.001000520609919571,gha,5
Gibraltar,1993,0.035381773881119724,gib,13
Greece,1993,0.1283971403732821,grc,13
Greenland,1993,0,grl,13
Grenada,1993,9.757076987935658e-5,grd,9
Guadeloupe,1993,0.0032016659517426272,glp,9
Guam,1993,0.004370442279846872,gum,29
Guatemala,1993,0.005002603049597856,gtm,9
Guinea,1993,6.003123659517426e-4,gin,5
Guinea-Bissau,1993,2.001041219839142e-4,gnb,5
Guyana,1993,6.134675594606672e-4,guy,25
Haiti,1993,6.003123659517426e-4,hti,9
Hawaiian Trade Zone,1993,0,usa,1
Honduras,1993,0,hnd,9
Hong Kong,1993,0.17161482341557377,hkg,11
Hungary,1993,0,hun,12
Iceland,1993,0,isl,16
India,1993,0.03478686973468107,ind,17
Indonesia,1993,0.02659041260597058,idn,18
Iran,1993,0.02419877775463131,irn,21
Iraq,1993,0,irq,21
Ireland,1993,0.0014968749785643554,irl,13
Israel,1993,0.007732552077144169,isr,21
Italy,1993,0.09997995139844938,ita,13
Jamaica,1993,0.0016008329758713136,jam,9
Japan,1993,0.27801252863620995,jpn,19
Jordan,1993,0.009805101977211796,jor,21
Kazakhstan,1993,0,kaz,10
Kenya,1993,0.006852214123070794,ken,2
Kiribati,1993,0,kir,29
"Korea, North",1993,0,prk,29
"Korea, South",1993,0.15849688652996158,kor,28
Kosovo,1993,0,srb,15
Kuwait,1993,0.02976924385310243,kwt,21
Kyrgyzstan,1993,0,kgz,10
Laos,1993,0,lao,29
Latvia,1993,0,lva,12
Lebanon,1993,0.0014007288538873995,lbn,21
Lesotho,1993,0,lso,4
Liberia,1993,6.483854282902206e-4,lbr,5
Libya,1993,0.011518305736299302,lby,3
Lithuania,1993,0,ltu,12
Luxembourg,1993,0,lux,13
Macau,1993,0,mac,11
Macedonia,1993,0,mkd,15
Madagascar,1993,4.4828130630630635e-4,mdg,2
Malawi,1993,6.003123659517426e-4,mwi,4
Malaysia,1993,0.00506690077047557,mys,29
Maldives,1993,0,mdv,27
Mali,1993,6.003123659517426e-4,mli,5
Malta,1993,0.001248697794241963,mlt,12
Martinique,1993,0.001248697794241963,mtq,9
Mauritania,1993,0.001000520609919571,mrt,5
Mauritius,1993,0.008924764023138418,mus,2
Mexico,1993,0.009285311990677007,mex,20
Micronesia,1993,0,fsm,29
Moldova,1993,0,mda,14
Mongolia,1993,0,mng,10
Montenegro,1993,0,mne,15
Montserrat,1993,4.088127212131367e-5,msr,9
Morocco,1993,0.0032016659517426272,mar,3
Mozambique,1993,0.0026013535857908852,moz,4
Namibia,1993,0,nam,4
Nauru,1993,2.001041219839142e-4,nru,29
Nepal,1993,0,npl,27
Netherlands,1993,0.47877164609448586,nld,13
Netherlands Antilles,1993,0.0725242236703862,ant,9
New Caledonia,1993,0.0010224491373052678,ncl,29
New Zealand,1993,0.011622864646885493,nzl,6
Nicaragua,1993,0,nic,9
Niger,1993,6.003123659517426e-4,ner,5
Nigeria,1993,0.03138570057423375,nga,5
Niue,1993,0,niu,29
Norway,1993,0.020235754678103037,nor,16
Oman,1993,0.013135363370709852,omn,21
Pakistan,1993,0.007475962106912544,pak,22
Palestinian Territories,1993,0,pse,21
Panama,1993,0.03914349100910562,pan,9
Papua New Guinea,1993,0.0012006247319034853,png,29
Paraguay,1993,9.757076987935658e-5,pry,26
Peru,1993,0,per,26
Philippines,1993,0.006215157111920634,phl,29
Poland,1993,0.004170338157862957,pol,12
Portugal,1993,0.012863750568497452,prt,13
Puerto Rico,1993,0.00563536473262807,pri,1
Qatar,1993,0.0030015618297587134,qat,21
Reunion,1993,6.003123659517426e-4,reu,2
Romania,1993,0,rom,12
Russia,1993,0.5312133479729729,rus,23
Rwanda,1993,4.002082439678284e-4,rwa,2
Saint Helena,1993,0,shn,13
Saint Kitts and Nevis,1993,0,kna,9
Saint Lucia,1993,0,lca,9
Saint Pierre and Miquelon,1993,6.003123659517426e-4,spm,13
Saint Vincent/Grenadines,1993,0,vct,9
Samoa,1993,0,wsm,29
Sao Tome and Principe,1993,0,stp,5
Saudi Arabia,1993,0.42304294857860547,sau,21
Senegal,1993,0.007292082643467865,sen,5
Serbia,1993,0,srb,15
Seychelles,1993,0.004606779068915295,syc,29
Sierra Leone,1993,0.0034738796672342583,sle,5
Singapore,1993,0.4194554963015965,sgp,29
Slovakia,1993,0,svk,12
Slovenia,1993,0,svn,12
Solomon Islands,1993,8.694524100201074e-5,slb,29
Somalia,1993,8.004164879356568e-4,som,2
South Africa,1993,0.10342318448844287,zaf,24
Spain,1993,0.1398445383426322,esp,13
Sri Lanka,1993,0.016858021135545735,lka,27
Sudan,1993,0.0018009370978552281,sdn,2
Suriname,1993,0,sur,25
Swaziland,1993,0,swz,4
Sweden,1993,0.03714244978926648,swe,13
Switzerland,1993,6.003123659517426e-4,che,16
Syria,1993,0.008204269001340483,syr,21
Taiwan,1993,0.0622786522594981,twn,30
Tajikistan,1993,0,tjk,10
Tanzania,1993,0.002097187344516098,tza,4
Thailand,1993,0.03688405707919716,tha,29
Timor-Leste (East Timor),1993,0,tls,29
Togo,1993,0,tgo,5
Tonga,1993,1.3040785629691686e-4,ton,29
Trinidad and Tobago,1993,0.008404373123324399,tto,9
Tunisia,1993,0.007003644269436999,tun,3
Turkey,1993,0.003994270567048282,tur,15
Turkmenistan,1993,0,tkm,10
Turks and Caicos Islands,1993,0,tca,13
Tuvalu,1993,0,tuv,29
U.S. Pacific Islands,1993,6.003123659517426e-4,mhl,29
Uganda,1993,0,uga,2
Ukraine,1993,0,ukr,14
United Arab Emirates,1993,0.3614253009262614,are,21
United Kingdom,1993,0.10157838072120379,gbr,13
United States,1993,1.3106579624634689,usa,1
Uruguay,1993,0.007164088114991668,ury,26
Uzbekistan,1993,0,uzb,10
Vanuatu,1993,0,vut,29
Venezuela,1993,0.048908331796608945,ven,25
Vietnam,1993,0,vnm,29
"Virgin Islands,  U.S.",1993,0.006467629624362968,vir,1
"Virgin Islands, British",1993,0,vgb,13
Wake Island,1993,0.016608642124664882,usa,1
Western Sahara,1993,1.845160108813673e-4,esh,3
Western Sahara,1993,1.845160108813673e-4,esh,3
Yemen,1993,0.007067941990314712,yem,21
Yemen,1993,0.007067941990314712,yem,21
Zambia,1993,0.0014007288538873995,zmb,4
Zambia,1993,0.0014007288538873995,zmb,4
Zimbabwe,1993,0,zwe,4
Zimbabwe,1993,0,zwe,4
Afghanistan,1994,2.001041219839142e-4,afg,27
Albania,1994,0,alb,15
Algeria,1994,0.016921117029864992,dza,3
American Samoa,1994,0.0036018741957104562,asm,29
Angola,1994,0.03393958201096539,ago,4
Antigua and Barbuda,1994,0.0018009370978552281,atg,9
Argentina,1994,0.023141170383184795,arg,31
Armenia,1994,0,arm,10
Aruba,1994,0,abw,9
Australia,1994,0.030898960818056664,aus,6
Austria,1994,0,aut,13
Azerbaijan,1994,0,aze,10
"Bahamas, The",1994,0.009477604240030916,bhs,9
Bahrain,1994,0.00943734305032244,bhr,21
Bangladesh,1994,4.002082439678284e-4,bgd,27
Barbados,1994,0.004802498927613941,brb,9
Belarus,1994,0,blr,14
Belgium,1994,0.16946355387592688,bel,13
Belize,1994,4.002082439678284e-4,blz,9
Benin,1994,8.004164879356568e-4,ben,5
Bermuda,1994,6.003123659517426e-4,bmu,9
Bhutan,1994,0,btn,27
Bolivia,1994,0,bol,26
Bosnia and Herzegovina,1994,0,bih,15
Botswana,1994,0,bwa,4
Brazil,1994,0.07484374892821777,bra,7
Brunei,1994,0,brn,29
Bulgaria,1994,0.010942630814796028,bgr,12
Burkina Faso,1994,0,bfa,5
Burma (Myanmar),1994,2.1325931549283873e-4,mmr,29
Burundi,1994,8.694524100201074e-5,bdi,2
Cambodia,1994,0,khm,29
Cameroon,1994,8.004164879356568e-4,cmr,5
Canada,1994,0.02636807469265512,can,8
Cape Verde,1994,0,cpv,5
Cayman Islands,1994,4.002082439678284e-4,cym,9
Central African Republic,1994,6.003123659517426e-4,caf,5
Chad,1994,8.004164879356568e-4,tcd,5
Chile,1994,0,chl,26
China,1994,0.12487578855698864,chn,11
Colombia,1994,0.0048986450522908965,col,32
Comoros,1994,0,com,2
Congo (Brazzaville),1994,2.2414065315315318e-4,cog,5
Congo (Kinshasa),1994,0.0061473428465328595,cod,5
Cook Islands,1994,4.002082439678284e-4,cok,29
Costa Rica,1994,0.002865755428652513,cri,9
Cote dIvoire (IvoryCoast),1994,0.0036018741957104562,civ,5
Croatia,1994,0.0019451562848706618,hrv,15
Cuba,1994,0.0024012494638069705,cub,9
Cyprus,1994,0.012822888465509745,cyp,12
Czech Republic,1994,0,cze,12
Denmark,1994,0.06211640567410574,dnk,13
Djibouti,1994,0.017154271382206605,dji,2
Dominica,1994,0,dma,9
Dominican Republic,1994,0,dom,9
Ecuador,1994,0.015313073094642901,ecu,26
Egypt,1994,0.06732031467224597,egy,3
El Salvador,1994,0,slv,9
Equatorial Guinea,1994,0,gnq,5
Eritrea,1994,0.0028233862351604955,eri,2
Estonia,1994,0,est,12
Ethiopia,1994,1.477969044973191e-4,eth,2
Falkland Islands (Islas Malvinas),1994,0,flk,13
Faroe Islands,1994,0,fro,13
Fiji,1994,0.0022251818729922953,fji,29
Finland,1994,0.016761875010868777,fin,13
Former Czechoslovakia,1994,0,cze,12
Former Serbia and Montenegro,1994,0,scg,15
France,1994,0.08373125632804386,fra,13
French Guiana,1994,8.004164879356568e-4,guf,25
French Polynesia,1994,0.0016096039060949693,pyf,29
Gabon,1994,0.0026013535857908852,gab,5
"Gambia, The",1994,0,gmb,5
Georgia,1994,0,geo,10
Germany,1994,0.08477083630111344,deu,13
"Germany, East",1994,0,deu,13
"Germany, West",1994,0,deu,13
Ghana,1994,0.001000520609919571,gha,5
Gibraltar,1994,0.035381773881119724,gib,13
Greece,1994,0.13488099465618436,grc,13
Greenland,1994,0,grl,13
Grenada,1994,9.757076987935658e-5,grd,9
Guadeloupe,1994,0.0034017700737265415,glp,9
Guam,1994,0.004370442279846872,gum,29
Guatemala,1994,0.005002603049597856,gtm,9
Guinea,1994,6.003123659517426e-4,gin,5
Guinea-Bissau,1994,4.002082439678284e-4,gnb,5
Guyana,1994,6.134675594606672e-4,guy,25
Haiti,1994,2.001041219839142e-4,hti,9
Hawaiian Trade Zone,1994,0,usa,1
Honduras,1994,0,hnd,9
Hong Kong,1994,0.17385622994710528,hkg,11
Hungary,1994,0,hun,12
Iceland,1994,0,isl,16
India,1994,0.032617572796657245,ind,17
Indonesia,1994,0.03312233995121126,idn,18
Iran,1994,0.021581199510301192,irn,21
Iraq,1994,0,irq,21
Ireland,1994,0.0014968749785643554,irl,13
Israel,1994,0.008132760321111997,isr,21
Italy,1994,0.09797891017861024,ita,13
Jamaica,1994,0.0014007288538873995,jam,9
Japan,1994,0.2849771135424969,jpn,19
Jordan,1994,0.009216858353560129,jor,21
Kazakhstan,1994,0,kaz,10
Kenya,1994,0.005555443266490351,ken,2
Kiribati,1994,0,kir,29
"Korea, North",1994,0,prk,29
"Korea, South",1994,0.17170496040745842,kor,28
Kosovo,1994,0,srb,15
Kuwait,1994,0.020635362008791635,kwt,21
Kyrgyzstan,1994,0,kgz,10
Laos,1994,0,lao,29
Latvia,1994,0,lva,12
Lebanon,1994,0.006003123659517427,lbn,21
Lesotho,1994,0,lso,4
Liberia,1994,6.483854282902206e-4,lbr,5
Libya,1994,0.011966587042605609,lby,3
Lithuania,1994,0,ltu,12
Luxembourg,1994,0,lux,13
Macau,1994,0,mac,11
Macedonia,1994,0,mkd,15
Madagascar,1994,4.4828130630630635e-4,mdg,2
Malawi,1994,6.003123659517426e-4,mwi,4
Malaysia,1994,0.002569505181991643,mys,29
Maldives,1994,0,mdv,27
Mali,1994,6.003123659517426e-4,mli,5
Malta,1994,0.0034498431360650197,mlt,12
Martinique,1994,0.0014728384473951161,mtq,9
Mauritania,1994,0.001000520609919571,mrt,5
Mauritius,1994,0.009124868145122334,mus,2
Mexico,1994,0.03264160932782649,mex,20
Micronesia,1994,0,fsm,29
Moldova,1994,0,mda,14
Mongolia,1994,0,mng,10
Montenegro,1994,0,mne,15
Montserrat,1994,4.088127212131367e-5,msr,9
Morocco,1994,0.0034017700737265415,mar,3
Mozambique,1994,0.0024012494638069705,moz,4
Namibia,1994,0,nam,4
Nauru,1994,2.001041219839142e-4,nru,29
Nepal,1994,0,npl,27
Netherlands,1994,0.4581182566873174,nld,13
Netherlands Antilles,1994,0.0725242236703862,ant,9
New Caledonia,1994,0.0010224491373052678,ncl,29
New Zealand,1994,0.017162083254836605,nzl,6
Nicaragua,1994,0,nic,9
Niger,1994,6.003123659517426e-4,ner,5
Nigeria,1994,0.03124148138721832,nga,5
Niue,1994,0,niu,29
Norway,1994,0.021380494475038044,nor,16
Oman,1994,0.008124347535202765,omn,21
Pakistan,1994,0.006275337375009058,pak,22
Palestinian Territories,1994,0,pse,21
Panama,1994,0.041144532228944763,pan,9
Papua New Guinea,1994,0.001000520609919571,png,29
Paraguay,1994,9.757076987935658e-5,pry,26
Peru,1994,0.0026974997104678407,per,26
Philippines,1994,0.026277937700770474,phl,29
Poland,1994,0.003514140856942734,pol,12
Portugal,1994,0.01226343820254571,prt,13
Puerto Rico,1994,0.006035572976595897,pri,1
Qatar,1994,0.004402290683646113,qat,21
Reunion,1994,6.003123659517426e-4,reu,2
Romania,1994,0,rom,12
Russia,1994,0.5155235022522523,rus,23
Rwanda,1994,4.002082439678284e-4,rwa,2
Saint Helena,1994,0,shn,13
Saint Kitts and Nevis,1994,0,kna,9
Saint Lucia,1994,0,lca,9
Saint Pierre and Miquelon,1994,8.004164879356568e-4,spm,13
Saint Vincent/Grenadines,1994,0,vct,9
Samoa,1994,0,wsm,29
Sao Tome and Principe,1994,0,stp,5
Saudi Arabia,1994,0.4140773224524793,sau,21
Senegal,1994,0.010093540351242665,sen,5
Serbia,1994,0,srb,15
Seychelles,1994,0.004606779068915295,syc,29
Sierra Leone,1994,0.0034738796672342583,sle,5
Singapore,1994,0.44162919630521946,sgp,29
Slovakia,1994,0,svk,12
Slovenia,1994,0,svn,12
Solomon Islands,1994,8.694524100201074e-5,slb,29
Somalia,1994,8.004164879356568e-4,som,2
South Africa,1994,0.10766563223981354,zaf,24
Spain,1994,0.13784349712279304,esp,13
Sri Lanka,1994,0.016882057666714974,lka,27
Sudan,1994,2.153841448481994e-4,sdn,2
Suriname,1994,0,sur,25
Swaziland,1994,0,swz,4
Sweden,1994,0.04386666938386107,swe,13
Switzerland,1994,8.004164879356568e-4,che,16
Syria,1994,0.008604477245308311,syr,21
Taiwan,1994,0.08693412410634495,twn,30
Tajikistan,1994,0,tjk,10
Tanzania,1994,0.002097187344516098,tza,4
Thailand,1994,0.03898124442371326,tha,29
Timor-Leste (East Timor),1994,0,tls,29
Togo,1994,0,tgo,5
Tonga,1994,1.3040785629691686e-4,ton,29
Trinidad and Tobago,1994,0.0115104938636693,tto,9
Tunisia,1994,0.007403852513404826,tun,3
Turkey,1994,0.0043944788110161104,tur,15
Turkmenistan,1994,0,tkm,10
Turks and Caicos Islands,1994,0,tca,13
Tuvalu,1994,0,tuv,29
U.S. Pacific Islands,1994,6.003123659517426e-4,mhl,29
Uganda,1994,0,uga,2
Ukraine,1994,0,ukr,14
United Arab Emirates,1994,0.3614253009262614,are,21
United Kingdom,1994,0.09285311990677005,gbr,13
United States,1994,1.2976902538976647,usa,1
Uruguay,1994,0.010117576882411904,ury,26
Uzbekistan,1994,0,uzb,10
Vanuatu,1994,0,vut,29
Venezuela,1994,0.05515182076781876,ven,25
Vietnam,1994,0,vnm,29
"Virgin Islands,  U.S.",1994,0.006915910930669275,vir,1
"Virgin Islands, British",1994,0,vgb,13
Wake Island,1994,0.016608642124664882,usa,1
Western Sahara,1994,1.845160108813673e-4,esh,3
Western Sahara,1994,1.845160108813673e-4,esh,3
Yemen,1994,0.005867317258411226,yem,21
Yemen,1994,0.005867317258411226,yem,21
Zambia,1994,0.0014007288538873995,zmb,4
Zambia,1994,0.0014007288538873995,zmb,4
Zimbabwe,1994,0,zwe,4
Zimbabwe,1994,0,zwe,4
Afghanistan,1995,2.001041219839142e-4,afg,27
Albania,1995,0,alb,15
Algeria,1995,0.01907418930934957,dza,3
American Samoa,1995,0.0036018741957104562,asm,29
Angola,1995,0.033891508948626914,ago,4
Antigua and Barbuda,1995,0.0018009370978552281,atg,9
Argentina,1995,0.013071666563111366,arg,31
Armenia,1995,0,arm,10
Aruba,1995,0,abw,9
Australia,1995,0.035381773881119724,aus,6
Austria,1995,0,aut,13
Azerbaijan,1995,0,aze,10
"Bahamas, The",1995,0.008877291874079173,bhs,9
Bahrain,1995,0.009237238928338526,bhr,21
Bangladesh,1995,4.002082439678284e-4,bgd,27
Barbados,1995,0.0052027071715817705,brb,9
Belarus,1995,0,blr,14
Belgium,1995,0.16201823834625512,bel,13
Belize,1995,4.002082439678284e-4,blz,9
Benin,1995,8.004164879356568e-4,ben,5
Bermuda,1995,6.003123659517426e-4,bmu,9
Bhutan,1995,0,btn,27
Bolivia,1995,0,bol,26
Bosnia and Herzegovina,1995,0,bih,15
Botswana,1995,0,bwa,4
Brazil,1995,0.07660442483636451,bra,7
Brunei,1995,0,brn,29
Bulgaria,1995,0.011342839058763857,bgr,12
Burkina Faso,1995,0,bfa,5
Burma (Myanmar),1995,4.002082439678284e-4,mmr,29
Burundi,1995,2.001041219839142e-4,bdi,2
Cambodia,1995,0,khm,29
Cameroon,1995,8.004164879356568e-4,cmr,5
Canada,1995,0.026247892036808922,can,8
Cape Verde,1995,0,cpv,5
Cayman Islands,1995,4.002082439678284e-4,cym,9
Central African Republic,1995,6.003123659517426e-4,caf,5
Chad,1995,8.004164879356568e-4,tcd,5
Chile,1995,0,chl,26
China,1995,0.1512919363119822,chn,11
Colombia,1995,0.0048986450522908965,col,32
Comoros,1995,0,com,2
Congo (Brazzaville),1995,4.4828130630630635e-4,cog,5
Congo (Kinshasa),1995,0.006571587621669928,cod,5
Cook Islands,1995,4.002082439678284e-4,cok,29
Costa Rica,1995,0.002865755428652513,cri,9
Cote dIvoire (IvoryCoast),1995,0.0038019783176943705,civ,5
Croatia,1995,0.001520911509733594,hrv,15
Cuba,1995,0.0024012494638069705,cub,9
Cyprus,1995,0.014047549728582472,cyp,12
Czech Republic,1995,0,cze,12
Denmark,1995,0.06411744689394488,dnk,13
Djibouti,1995,0.01735437550419052,dji,2
Dominica,1995,0,dma,9
Dominican Republic,1995,0,dom,9
Ecuador,1995,0.015001199102722025,ecu,26
Egypt,1995,0.06732031467224597,egy,3
El Salvador,1995,0,slv,9
Equatorial Guinea,1995,0,gnq,5
Eritrea,1995,0.0024231178998647446,eri,2
Estonia,1995,0,est,12
Ethiopia,1995,4.002082439678284e-4,eth,2
Falkland Islands (Islas Malvinas),1995,0,flk,13
Faroe Islands,1995,0,fro,13
Fiji,1995,0.0022492184041615344,fji,29
Finland,1995,0,fin,13
Former Czechoslovakia,1995,0,cze,12
Former Serbia and Montenegro,1995,0,scg,15
France,1995,0.09918073673707219,fra,13
French Guiana,1995,8.004164879356568e-4,guf,25
French Polynesia,1995,0.0018097080280788836,pyf,29
Gabon,1995,0.005595103542919596,gab,5
"Gambia, The",1995,0,gmb,5
Georgia,1995,0,geo,10
Germany,1995,0.08477083630111344,deu,13
"Germany, East",1995,0,deu,13
"Germany, West",1995,0,deu,13
Ghana,1995,0.0022011453418230567,gha,5
Gibraltar,1995,0.035381773881119724,gib,13
Greece,1995,0.14536693137876483,grc,13
Greenland,1995,0,grl,13
Grenada,1995,9.757076987935658e-5,grd,9
Guadeloupe,1995,0.0034017700737265415,glp,9
Guam,1995,0.004370442279846872,gum,29
Guatemala,1995,0.005002603049597856,gtm,9
Guinea,1995,6.003123659517426e-4,gin,5
Guinea-Bissau,1995,2.001041219839142e-4,gnb,5
Guyana,1995,0,guy,25
Haiti,1995,4.002082439678284e-4,hti,9
Hawaiian Trade Zone,1995,0,usa,1
Honduras,1995,0,hnd,9
Hong Kong,1995,0.2113171637743642,hkg,11
Hungary,1995,0,hun,12
Iceland,1995,0,isl,16
India,1995,0.032617572796657245,ind,17
Indonesia,1995,0.03264160932782649,idn,18
Iran,1995,0.021981407754269017,irn,21
Iraq,1995,0,irq,21
Ireland,1995,0.004794687054983938,irl,13
Israel,1995,0.00830882791192667,isr,21
Italy,1995,0.10222135792998092,ita,13
Jamaica,1995,0.0012006247319034853,jam,9
Japan,1995,0.25832060047581096,jpn,19
Jordan,1995,0.010605518465147453,jor,21
Kazakhstan,1995,0,kaz,10
Kenya,1995,0.0022173700003622924,ken,2
Kiribati,1995,0,kir,29
"Korea, North",1995,0,prk,29
"Korea, South",1995,0.19091615794447264,kor,28
Kosovo,1995,0,srb,15
Kuwait,1995,0.02266043975980002,kwt,21
Kyrgyzstan,1995,0,kgz,10
Laos,1995,0,lao,29
Latvia,1995,0,lva,12
Lebanon,1995,0.0072037483914209124,lbn,21
Lesotho,1995,0,lso,4
Liberia,1995,6.483854282902206e-4,lbr,5
Libya,1995,0.010189686475919621,lby,3
Lithuania,1995,0,ltu,12
Luxembourg,1995,0,lux,13
Macau,1995,0,mac,11
Macedonia,1995,0,mkd,15
Madagascar,1995,6.483854282902206e-4,mdg,2
Malawi,1995,6.003123659517426e-4,mwi,4
Malaysia,1995,0.010390391511182767,mys,29
Maldives,1995,0,mdv,27
Mali,1995,8.004164879356568e-4,mli,5
Malta,1995,0.0034498431360650197,mlt,12
Martinique,1995,0.0014728384473951161,mtq,9
Mauritania,1995,0.001000520609919571,mrt,5
Mauritius,1995,0.011502081077760067,mus,2
Mexico,1995,0.03280986504601116,mex,20
Micronesia,1995,0,fsm,29
Moldova,1995,0,mda,14
Mongolia,1995,0,mng,10
Montenegro,1995,0,mne,15
Montserrat,1995,4.088127212131367e-5,msr,9
Morocco,1995,0.0034017700737265415,mar,3
Mozambique,1995,0.0030015618297587134,moz,4
Namibia,1995,0,nam,4
Nauru,1995,2.001041219839142e-4,nru,29
Nepal,1995,0,npl,27
Netherlands,1995,0.4631599191000652,nld,13
Netherlands Antilles,1995,0.07276458898207859,ant,9
New Caledonia,1995,0.0010224491373052678,ncl,29
New Zealand,1995,0.01439247395086105,nzl,6
Nicaragua,1995,0,nic,9
Niger,1995,6.003123659517426e-4,ner,5
Nigeria,1995,0.03133762751189527,nga,5
Niue,1995,0,niu,29
Norway,1995,0.027503800790401663,nor,16
Oman,1995,0.011862629045298652,omn,21
Pakistan,1995,0.0064514049658237335,pak,22
Palestinian Territories,1995,0,pse,21
Panama,1995,0.045386979980315434,pan,9
Papua New Guinea,1995,0.001000520609919571,png,29
Paraguay,1995,9.757076987935658e-5,pry,26
Peru,1995,0.002921640363620993,per,26
Philippines,1995,0.02632601076310895,phl,29
Poland,1995,0.007828698201821124,pol,12
Portugal,1995,0.01339195334094148,prt,13
Puerto Rico,1995,0.006035572976595897,pri,1
Qatar,1995,0.004002082439678284,qat,21
Reunion,1995,6.003123659517426e-4,reu,2
Romania,1995,0,rom,12
Russia,1995,0.5155235022522523,rus,23
Rwanda,1995,4.002082439678284e-4,rwa,2
Saint Helena,1995,0,shn,13
Saint Kitts and Nevis,1995,0,kna,9
Saint Lucia,1995,0,lca,9
Saint Pierre and Miquelon,1995,1.6358511972184987e-4,spm,13
Saint Vincent/Grenadines,1995,0,vct,9
Samoa,1995,0,wsm,29
Sao Tome and Principe,1995,0,stp,5
Saudi Arabia,1995,0.4865955369900732,sau,21
Senegal,1995,0.01054182165754897,sen,5
Serbia,1995,0,srb,15
Seychelles,1995,0.004606779068915295,syc,29
Sierra Leone,1995,0.004074192033186001,sle,5
Singapore,1995,0.4658039375286815,sgp,29
Slovakia,1995,0,svk,12
Slovenia,1995,0,svn,12
Solomon Islands,1995,8.694524100201074e-5,slb,29
Somalia,1995,8.004164879356568e-4,som,2
South Africa,1995,0.12759792571190495,zaf,24
Spain,1995,0.13063854690481366,esp,13
Sri Lanka,1995,0.017258229379513563,lka,27
Sudan,1995,0.002001041219839142,sdn,2
Suriname,1995,0,sur,25
Swaziland,1995,0,swz,4
Sweden,1995,0.041625262852329536,swe,13
Switzerland,1995,6.003123659517426e-4,che,16
Syria,1995,0.004402290683646113,syr,21
Taiwan,1995,0.10014219798384175,twn,30
Tajikistan,1995,0,tjk,10
Tanzania,1995,0.002097187344516098,tza,4
Thailand,1995,0.03898124442371326,tha,29
Timor-Leste (East Timor),1995,0,tls,29
Togo,1995,0,tgo,5
Tonga,1995,1.3040785629691686e-4,ton,29
Trinidad and Tobago,1995,0.01043786366024201,tto,9
Tunisia,1995,0.008204269001340483,tun,3
Turkey,1995,0.007892395009419607,tur,15
Turkmenistan,1995,0,tkm,10
Turks and Caicos Islands,1995,0,tca,13
Tuvalu,1995,0,tuv,29
U.S. Pacific Islands,1995,6.003123659517426e-4,mhl,29
Uganda,1995,0,uga,2
Ukraine,1995,0,ukr,14
United Arab Emirates,1995,0.3567021225515059,are,21
United Kingdom,1995,0.09981770481305703,gbr,13
United States,1995,1.3234634244438808,usa,1
Uruguay,1995,0.00873307268706374,ury,26
Uzbekistan,1995,0,uzb,10
Vanuatu,1995,0,vut,29
Venezuela,1995,0.059394268519189435,ven,25
Vietnam,1995,0,vnm,29
"Virgin Islands,  U.S.",1995,0.006915910930669275,vir,1
"Virgin Islands, British",1995,0,vgb,13
Wake Island,1995,0.016808746246648798,usa,1
Western Sahara,1995,1.845160108813673e-4,esh,3
Western Sahara,1995,1.845160108813673e-4,esh,3
Yemen,1995,0.006267525502379055,yem,21
Yemen,1995,0.006267525502379055,yem,21
Zambia,1995,0.0016008329758713136,zmb,4
Zambia,1995,0.0016008329758713136,zmb,4
Zimbabwe,1995,0,zwe,4
Zimbabwe,1995,0,zwe,4
Afghanistan,1996,2.001041219839142e-4,afg,27
Albania,1996,0,alb,15
Algeria,1996,0.020467106290606964,dza,3
American Samoa,1996,0.0036018741957104562,asm,29
Angola,1996,0.03391554547979615,ago,4
