# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
USA,cement,2100,0.528
Africa_Eastern,cement,2100,0.781
Africa_Northern,cement,2100,0.017
Africa_Southern,cement,2100,1.109
Africa_Western,cement,2100,0.952
Australia_NZ,cement,2100,0.17
Brazil,cement,2100,0.404
Canada,cement,2100,0.219
Central America and Caribbean,cement,2100,0.32
Central Asia,cement,2100,0.279
China,cement,2100,-0.252
EU-12,cement,2100,0.077
EU-15,cement,2100,0.022
Europe_Eastern,cement,2100,0.182
Europe_Non_EU,cement,2100,-0.038
European Free Trade Association,cement,2100,0.082
India,cement,2100,0.273
Indonesia,cement,2100,0.304
Japan,cement,2100,0.039
Mexico,cement,2100,0.3
Middle East,cement,2100,-0.041
Pakistan,cement,2100,0.284
Russia,cement,2100,0.19
South Africa,cement,2100,0.375
South America_Northern,cement,2100,0.384
South America_Southern,cement,2100,0.296
South Asia,cement,2100,0.978
South Korea,cement,2100,-0.252
Southeast Asia,cement,2100,0.163
Taiwan,cement,2100,-0.038
Argentina,cement,2100,0.443
Colombia,cement,2100,0.304
USA,cement,2095,0.534
Africa_Eastern,cement,2095,0.895
Africa_Northern,cement,2095,0.018
Africa_Southern,cement,2095,1.107
Africa_Western,cement,2095,1.059
Australia_NZ,cement,2095,0.177
Brazil,cement,2095,0.402
Canada,cement,2095,0.228
Central America and Caribbean,cement,2095,0.332
Central Asia,cement,2095,0.288
China,cement,2095,-0.252
EU-12,cement,2095,0.079
EU-15,cement,2095,0.023
Europe_Eastern,cement,2095,0.189
Europe_Non_EU,cement,2095,-0.038
European Free Trade Association,cement,2095,0.086
India,cement,2095,0.279
Indonesia,cement,2095,0.311
Japan,cement,2095,0.041
Mexico,cement,2095,0.304
Middle East,cement,2095,-0.041
Pakistan,cement,2095,0.299
Russia,cement,2095,0.193
South Africa,cement,2095,0.387
South America_Northern,cement,2095,0.394
South America_Southern,cement,2095,0.306
South Asia,cement,2095,1.063
South Korea,cement,2095,-0.252
Southeast Asia,cement,2095,0.173
Taiwan,cement,2095,-0.038
Argentina,cement,2095,0.452
Colombia,cement,2095,0.314
USA,cement,2090,0.54
Africa_Eastern,cement,2090,1.017
Africa_Northern,cement,2090,0.019
Africa_Southern,cement,2090,1.105
Africa_Western,cement,2090,1.108
Australia_NZ,cement,2090,0.184
Brazil,cement,2090,0.4
Canada,cement,2090,0.236
Central America and Caribbean,cement,2090,0.351
Central Asia,cement,2090,0.297
China,cement,2090,-0.252
EU-12,cement,2090,0.082
EU-15,cement,2090,0.024
Europe_Eastern,cement,2090,0.197
Europe_Non_EU,cement,2090,-0.038
European Free Trade Association,cement,2090,0.09
India,cement,2090,0.285
Indonesia,cement,2090,0.317
Japan,cement,2090,0.043
Mexico,cement,2090,0.309
Middle East,cement,2090,-0.041
Pakistan,cement,2090,0.314
Russia,cement,2090,0.196
South Africa,cement,2090,0.4
South America_Northern,cement,2090,0.404
South America_Southern,cement,2090,0.316
South Asia,cement,2090,1.108
South Korea,cement,2090,-0.252
Southeast Asia,cement,2090,0.182
Taiwan,cement,2090,-0.039
Argentina,cement,2090,0.462
Colombia,cement,2090,0.324
USA,cement,2085,0.546
Africa_Eastern,cement,2085,1.108
Africa_Northern,cement,2085,0.02
Africa_Southern,cement,2085,1.104
Africa_Western,cement,2085,1.106
Australia_NZ,cement,2085,0.189
Brazil,cement,2085,0.399
Canada,cement,2085,0.245
Central America and Caribbean,cement,2085,0.374
Central Asia,cement,2085,0.306
China,cement,2085,-0.252
EU-12,cement,2085,0.085
EU-15,cement,2085,0.025
Europe_Eastern,cement,2085,0.206
Europe_Non_EU,cement,2085,-0.038
European Free Trade Association,cement,2085,0.094
India,cement,2085,0.291
Indonesia,cement,2085,0.324
Japan,cement,2085,0.046
Mexico,cement,2085,0.314
Middle East,cement,2085,-0.043
Pakistan,cement,2085,0.33
Russia,cement,2085,0.2
South Africa,cement,2085,0.414
South America_Northern,cement,2085,0.415
South America_Southern,cement,2085,0.326
South Asia,cement,2085,1.107
South Korea,cement,2085,-0.252
Southeast Asia,cement,2085,0.191
Taiwan,cement,2085,-0.039
Argentina,cement,2085,0.473
Colombia,cement,2085,0.335
USA,cement,2080,0.552
Africa_Eastern,cement,2080,1.106
Africa_Northern,cement,2080,0.022
Africa_Southern,cement,2080,1.103
Africa_Western,cement,2080,1.105
Australia_NZ,cement,2080,0.194
Brazil,cement,2080,0.4
Canada,cement,2080,0.253
Central America and Caribbean,cement,2080,0.399
Central Asia,cement,2080,0.315
China,cement,2080,-0.252
EU-12,cement,2080,0.088
EU-15,cement,2080,0.026
Europe_Eastern,cement,2080,0.214
Europe_Non_EU,cement,2080,-0.038
European Free Trade Association,cement,2080,0.098
India,cement,2080,0.298
Indonesia,cement,2080,0.332
Japan,cement,2080,0.048
Mexico,cement,2080,0.32
Middle East,cement,2080,-0.044
Pakistan,cement,2080,0.354
Russia,cement,2080,0.203
South Africa,cement,2080,0.428
South America_Northern,cement,2080,0.428
South America_Southern,cement,2080,0.336
South Asia,cement,2080,1.106
South Korea,cement,2080,-0.252
Southeast Asia,cement,2080,0.2
Taiwan,cement,2080,-0.039
Argentina,cement,2080,0.486
Colombia,cement,2080,0.355
USA,cement,2075,0.558
Africa_Eastern,cement,2075,1.105
Africa_Northern,cement,2075,0.023
Africa_Southern,cement,2075,1.101
Africa_Western,cement,2075,1.103
Australia_NZ,cement,2075,0.199
Brazil,cement,2075,0.401
Canada,cement,2075,0.261
Central America and Caribbean,cement,2075,0.425
Central Asia,cement,2075,0.325
China,cement,2075,-0.252
EU-12,cement,2075,0.093
EU-15,cement,2075,0.027
Europe_Eastern,cement,2075,0.224
Europe_Non_EU,cement,2075,-0.038
European Free Trade Association,cement,2075,0.102
India,cement,2075,0.305
Indonesia,cement,2075,0.343
