# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
USA,cement,2100,0.513
Africa_Eastern,cement,2100,0.62
Africa_Northern,cement,2100,0.015
Africa_Southern,cement,2100,0.87
Africa_Western,cement,2100,0.629
Australia_NZ,cement,2100,0.172
Brazil,cement,2100,0.33
Canada,cement,2100,0.218
Central America and Caribbean,cement,2100,0.306
Central Asia,cement,2100,0.249
China,cement,2100,-0.252
EU-12,cement,2100,0.083
EU-15,cement,2100,0.023
Europe_Eastern,cement,2100,0.169
Europe_Non_EU,cement,2100,-0.038
European Free Trade Association,cement,2100,0.083
India,cement,2100,0.3
Indonesia,cement,2100,0.283
Japan,cement,2100,0.039
Mexico,cement,2100,0.282
Middle East,cement,2100,-0.04
Pakistan,cement,2100,0.269
Russia,cement,2100,0.162
South Africa,cement,2100,0.308
South America_Northern,cement,2100,0.195
South America_Southern,cement,2100,0.268
South Asia,cement,2100,0.958
South Korea,cement,2100,-0.252
Southeast Asia,cement,2100,0.164
Taiwan,cement,2100,-0.038
Argentina,cement,2100,0.362
Colombia,cement,2100,0.293
USA,cement,2095,0.519
Africa_Eastern,cement,2095,0.724
Africa_Northern,cement,2095,0.016
Africa_Southern,cement,2095,0.977
Africa_Western,cement,2095,0.724
Australia_NZ,cement,2095,0.179
Brazil,cement,2095,0.329
Canada,cement,2095,0.227
Central America and Caribbean,cement,2095,0.318
Central Asia,cement,2095,0.257
China,cement,2095,-0.252
EU-12,cement,2095,0.086
EU-15,cement,2095,0.024
Europe_Eastern,cement,2095,0.179
Europe_Non_EU,cement,2095,-0.038
European Free Trade Association,cement,2095,0.087
India,cement,2095,0.307
Indonesia,cement,2095,0.289
Japan,cement,2095,0.041
Mexico,cement,2095,0.286
Middle East,cement,2095,-0.04
Pakistan,cement,2095,0.283
Russia,cement,2095,0.166
South Africa,cement,2095,0.315
South America_Northern,cement,2095,0.199
South America_Southern,cement,2095,0.277
South Asia,cement,2095,1.043
South Korea,cement,2095,-0.252
Southeast Asia,cement,2095,0.174
Taiwan,cement,2095,-0.038
Argentina,cement,2095,0.371
Colombia,cement,2095,0.303
USA,cement,2090,0.526
Africa_Eastern,cement,2090,0.84
Africa_Northern,cement,2090,0.017
Africa_Southern,cement,2090,1.088
Africa_Western,cement,2090,0.829
Australia_NZ,cement,2090,0.185
Brazil,cement,2090,0.328
Canada,cement,2090,0.235
Central America and Caribbean,cement,2090,0.33
Central Asia,cement,2090,0.266
China,cement,2090,-0.252
EU-12,cement,2090,0.089
EU-15,cement,2090,0.025
Europe_Eastern,cement,2090,0.187
Europe_Non_EU,cement,2090,-0.038
European Free Trade Association,cement,2090,0.091
India,cement,2090,0.313
Indonesia,cement,2090,0.296
Japan,cement,2090,0.044
Mexico,cement,2090,0.291
Middle East,cement,2090,-0.04
Pakistan,cement,2090,0.298
Russia,cement,2090,0.17
South Africa,cement,2090,0.321
South America_Northern,cement,2090,0.203
South America_Southern,cement,2090,0.286
South Asia,cement,2090,1.109
South Korea,cement,2090,-0.252
Southeast Asia,cement,2090,0.183
Taiwan,cement,2090,-0.038
Argentina,cement,2090,0.38
Colombia,cement,2090,0.313
USA,cement,2085,0.531
Africa_Eastern,cement,2085,0.964
Africa_Northern,cement,2085,0.018
Africa_Southern,cement,2085,1.107
Africa_Western,cement,2085,0.945
Australia_NZ,cement,2085,0.191
Brazil,cement,2085,0.327
Canada,cement,2085,0.243
Central America and Caribbean,cement,2085,0.348
Central Asia,cement,2085,0.274
China,cement,2085,-0.252
EU-12,cement,2085,0.092
EU-15,cement,2085,0.026
Europe_Eastern,cement,2085,0.195
Europe_Non_EU,cement,2085,-0.038
European Free Trade Association,cement,2085,0.095
India,cement,2085,0.32
Indonesia,cement,2085,0.302
Japan,cement,2085,0.046
Mexico,cement,2085,0.296
