# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
USA,cement,2100,0.409
Africa_Eastern,cement,2100,0.118
Africa_Northern,cement,2100,0.004
Africa_Southern,cement,2100,0.181
Africa_Western,cement,2100,0.17
Australia_NZ,cement,2100,0.108
Brazil,cement,2100,0.1
Canada,cement,2100,0.23
Central America and Caribbean,cement,2100,0.09
Central Asia,cement,2100,0.135
China,cement,2100,-0.252
EU-12,cement,2100,0.043
EU-15,cement,2100,0.014
Europe_Eastern,cement,2100,0.071
Europe_Non_EU,cement,2100,-0.035
European Free Trade Association,cement,2100,0.06
India,cement,2100,0.041
Indonesia,cement,2100,0.064
Japan,cement,2100,0.021
Mexico,cement,2100,0.095
Middle East,cement,2100,-0.037
Pakistan,cement,2100,0.046
Russia,cement,2100,0.103
South Africa,cement,2100,0.205
South America_Northern,cement,2100,0.245
South America_Southern,cement,2100,0.106
South Asia,cement,2100,0.185
South Korea,cement,2100,-0.188
Southeast Asia,cement,2100,0.041
Taiwan,cement,2100,-0.038
Argentina,cement,2100,0.207
Colombia,cement,2100,0.103
USA,cement,2095,0.427
Africa_Eastern,cement,2095,0.136
Africa_Northern,cement,2095,0.004
Africa_Southern,cement,2095,0.199
Africa_Western,cement,2095,0.189
Australia_NZ,cement,2095,0.115
Brazil,cement,2095,0.109
Canada,cement,2095,0.241
Central America and Caribbean,cement,2095,0.101
Central Asia,cement,2095,0.144
China,cement,2095,-0.252
EU-12,cement,2095,0.046
EU-15,cement,2095,0.015
Europe_Eastern,cement,2095,0.077
Europe_Non_EU,cement,2095,-0.035
European Free Trade Association,cement,2095,0.064
India,cement,2095,0.046
Indonesia,cement,2095,0.07
Japan,cement,2095,0.022
Mexico,cement,2095,0.104
Middle East,cement,2095,-0.037
Pakistan,cement,2095,0.053
Russia,cement,2095,0.108
South Africa,cement,2095,0.214
South America_Northern,cement,2095,0.259
South America_Southern,cement,2095,0.116
South Asia,cement,2095,0.201
South Korea,cement,2095,-0.205
Southeast Asia,cement,2095,0.045
Taiwan,cement,2095,-0.038
Argentina,cement,2095,0.216
Colombia,cement,2095,0.112
USA,cement,2090,0.445
Africa_Eastern,cement,2090,0.159
Africa_Northern,cement,2090,0.005
Africa_Southern,cement,2090,0.221
Africa_Western,cement,2090,0.209
Australia_NZ,cement,2090,0.123
Brazil,cement,2090,0.119
Canada,cement,2090,0.252
Central America and Caribbean,cement,2090,0.113
Central Asia,cement,2090,0.154
China,cement,2090,-0.252
EU-12,cement,2090,0.049
EU-15,cement,2090,0.016
Europe_Eastern,cement,2090,0.083
Europe_Non_EU,cement,2090,-0.035
European Free Trade Association,cement,2090,0.069
India,cement,2090,0.051
Indonesia,cement,2090,0.076
Japan,cement,2090,0.024
Mexico,cement,2090,0.114
Middle East,cement,2090,-0.037
Pakistan,cement,2090,0.06
Russia,cement,2090,0.114
South Africa,cement,2090,0.223
South America_Northern,cement,2090,0.274
South America_Southern,cement,2090,0.127
South Asia,cement,2090,0.22
South Korea,cement,2090,-0.224
Southeast Asia,cement,2090,0.05
Taiwan,cement,2090,-0.038
Argentina,cement,2090,0.226
Colombia,cement,2090,0.123
USA,cement,2085,0.462
Africa_Eastern,cement,2085,0.186
Africa_Northern,cement,2085,0.005
Africa_Southern,cement,2085,0.247
Africa_Western,cement,2085,0.232
Australia_NZ,cement,2085,0.132
Brazil,cement,2085,0.13
Canada,cement,2085,0.263
Central America and Caribbean,cement,2085,0.127
Central Asia,cement,2085,0.165
China,cement,2085,-0.252
EU-12,cement,2085,0.053
EU-15,cement,2085,0.018
Europe_Eastern,cement,2085,0.09
