# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
USA,cement,2100,0.266
Africa_Eastern,cement,2100,0.041
Africa_Northern,cement,2100,0.002
Africa_Southern,cement,2100,0.062
Africa_Western,cement,2100,0.054
Australia_NZ,cement,2100,0.059
Brazil,cement,2100,0.038
Canada,cement,2100,0.134
Central America and Caribbean,cement,2100,0.04
Central Asia,cement,2100,0.054
China,cement,2100,-0.126
EU-12,cement,2100,0.024
EU-15,cement,2100,0.008
Europe_Eastern,cement,2100,0.03
Europe_Non_EU,cement,2100,-0.033
European Free Trade Association,cement,2100,0.033
India,cement,2100,0.021
Indonesia,cement,2100,0.024
Japan,cement,2100,0.01
Mexico,cement,2100,0.044
Middle East,cement,2100,-0.034
Pakistan,cement,2100,0.018
Russia,cement,2100,0.038
South Africa,cement,2100,0.088
South America_Northern,cement,2100,0.044
South America_Southern,cement,2100,0.045
South Asia,cement,2100,0.088
South Korea,cement,2100,-0.08
Southeast Asia,cement,2100,0.019
Taiwan,cement,2100,-0.036
Argentina,cement,2100,0.093
Colombia,cement,2100,0.048
USA,cement,2095,0.28
Africa_Eastern,cement,2095,0.049
Africa_Northern,cement,2095,0.002
Africa_Southern,cement,2095,0.075
Africa_Western,cement,2095,0.064
Australia_NZ,cement,2095,0.066
Brazil,cement,2095,0.044
Canada,cement,2095,0.148
Central America and Caribbean,cement,2095,0.046
Central Asia,cement,2095,0.061
China,cement,2095,-0.143
EU-12,cement,2095,0.027
EU-15,cement,2095,0.009
Europe_Eastern,cement,2095,0.034
Europe_Non_EU,cement,2095,-0.033
European Free Trade Association,cement,2095,0.037
India,cement,2095,0.024
Indonesia,cement,2095,0.028
Japan,cement,2095,0.012
Mexico,cement,2095,0.051
Middle East,cement,2095,-0.035
Pakistan,cement,2095,0.022
Russia,cement,2095,0.043
South Africa,cement,2095,0.097
South America_Northern,cement,2095,0.05
South America_Southern,cement,2095,0.052
South Asia,cement,2095,0.104
South Korea,cement,2095,-0.092
Southeast Asia,cement,2095,0.021
Taiwan,cement,2095,-0.036
Argentina,cement,2095,0.104
Colombia,cement,2095,0.055
USA,cement,2090,0.295
Africa_Eastern,cement,2090,0.061
Africa_Northern,cement,2090,0.002
Africa_Southern,cement,2090,0.09
Africa_Western,cement,2090,0.078
Australia_NZ,cement,2090,0.074
Brazil,cement,2090,0.05
Canada,cement,2090,0.163
Central America and Caribbean,cement,2090,0.054
Central Asia,cement,2090,0.068
China,cement,2090,-0.161
EU-12,cement,2090,0.03
EU-15,cement,2090,0.01
Europe_Eastern,cement,2090,0.038
Europe_Non_EU,cement,2090,-0.033
European Free Trade Association,cement,2090,0.041
India,cement,2090,0.028
Indonesia,cement,2090,0.032
Japan,cement,2090,0.013
Mexico,cement,2090,0.058
