# First calculate cement output as the base-year cement output times the GDP ratio raised to the income elasticity
# Then back out the appropriate income elasticities from cement output
region,energy.final.demand,year,income.elasticity
USA,cement,2100,0.487
Africa_Eastern,cement,2100,0.207
Africa_Northern,cement,2100,0.005
Africa_Southern,cement,2100,0.279
Africa_Western,cement,2100,0.249
Australia_NZ,cement,2100,0.127
Brazil,cement,2100,0.162
Canada,cement,2100,0.233
Central America and Caribbean,cement,2100,0.13
Central Asia,cement,2100,0.168
China,cement,2100,-0.252
EU-12,cement,2100,0.042
EU-15,cement,2100,0.015
Europe_Eastern,cement,2100,0.089
Europe_Non_EU,cement,2100,-0.035
European Free Trade Association,cement,2100,0.058
India,cement,2100,0.072
Indonesia,cement,2100,0.114
Japan,cement,2100,0.026
Mexico,cement,2100,0.124
Middle East,cement,2100,-0.038
Pakistan,cement,2100,0.073
Russia,cement,2100,0.115
South Africa,cement,2100,0.219
South America_Northern,cement,2100,0.268
South America_Southern,cement,2100,0.139
South Asia,cement,2100,0.266
South Korea,cement,2100,-0.172
Southeast Asia,cement,2100,0.058
Taiwan,cement,2100,-0.037
Argentina,cement,2100,0.232
Colombia,cement,2100,0.142
USA,cement,2095,0.5
Africa_Eastern,cement,2095,0.234
Africa_Northern,cement,2095,0.006
Africa_Southern,cement,2095,0.31
Africa_Western,cement,2095,0.277
Australia_NZ,cement,2095,0.136
Brazil,cement,2095,0.177
Canada,cement,2095,0.244
Central America and Caribbean,cement,2095,0.146
Central Asia,cement,2095,0.181
China,cement,2095,-0.252
EU-12,cement,2095,0.046
EU-15,cement,2095,0.016
Europe_Eastern,cement,2095,0.097
Europe_Non_EU,cement,2095,-0.035
European Free Trade Association,cement,2095,0.063
India,cement,2095,0.081
Indonesia,cement,2095,0.126
Japan,cement,2095,0.028
Mexico,cement,2095,0.137
Middle East,cement,2095,-0.038
Pakistan,cement,2095,0.085
Russia,cement,2095,0.122
South Africa,cement,2095,0.231
South America_Northern,cement,2095,0.284
South America_Southern,cement,2095,0.153
South Asia,cement,2095,0.292
South Korea,cement,2095,-0.188
Southeast Asia,cement,2095,0.065
Taiwan,cement,2095,-0.037
Argentina,cement,2095,0.243
Colombia,cement,2095,0.157
USA,cement,2090,0.513
Africa_Eastern,cement,2090,0.265
Africa_Northern,cement,2090,0.006
Africa_Southern,cement,2090,0.353
Africa_Western,cement,2090,0.307
Australia_NZ,cement,2090,0.145
Brazil,cement,2090,0.189
Canada,cement,2090,0.255
Central America and Caribbean,cement,2090,0.166
Central Asia,cement,2090,0.193
China,cement,2090,-0.252
EU-12,cement,2090,0.05
EU-15,cement,2090,0.017
Europe_Eastern,cement,2090,0.106
Europe_Non_EU,cement,2090,-0.035
European Free Trade Association,cement,2090,0.068
India,cement,2090,0.091
Indonesia,cement,2090,0.14
Japan,cement,2090,0.03
Mexico,cement,2090,0.151
Middle East,cement,2090,-0.038
Pakistan,cement,2090,0.1
Russia,cement,2090,0.129
South Africa,cement,2090,0.244
South America_Northern,cement,2090,0.302
South America_Southern,cement,2090,0.169
South Asia,cement,2090,0.321
South Korea,cement,2090,-0.206
Southeast Asia,cement,2090,0.073
Taiwan,cement,2090,-0.037
Argentina,cement,2090,0.255
Colombia,cement,2090,0.173
USA,cement,2085,0.526
Africa_Eastern,cement,2085,0.301
Africa_Northern,cement,2085,0.007
Africa_Southern,cement,2085,0.424
Africa_Western,cement,2085,0.347
Australia_NZ,cement,2085,0.154
Brazil,cement,2085,0.201
Canada,cement,2085,0.266
Central America and Caribbean,cement,2085,0.186
Central Asia,cement,2085,0.205
China,cement,2085,-0.252
EU-12,cement,2085,0.054
EU-15,cement,2085,0.018
Europe_Eastern,cement,2085,0.117
Europe_Non_EU,cement,2085,-0.036
European Free Trade Association,cement,2085,0.073
India,cement,2085,0.103
Indonesia,cement,2085,0.156
Japan,cement,2085,0.032
Mexico,cement,2085,0.167
Middle East,cement,2085,-0.039
Pakistan,cement,2085,0.118
Russia,cement,2085,0.137
South Africa,cement,2085,0.258
South America_Northern,cement,2085,0.32
South America_Southern,cement,2085,0.185
South Asia,cement,2085,0.366
South Korea,cement,2085,-0.227
Southeast Asia,cement,2085,0.082
Taiwan,cement,2085,-0.037
Argentina,cement,2085,0.268
Colombia,cement,2085,0.189
USA,cement,2080,0.54
Africa_Eastern,cement,2080,0.345
Africa_Northern,cement,2080,0.008
Africa_Southern,cement,2080,0.506
Africa_Western,cement,2080,0.418
Australia_NZ,cement,2080,0.164
Brazil,cement,2080,0.214
Canada,cement,2080,0.276
Central America and Caribbean,cement,2080,0.205
Central Asia,cement,2080,0.217
China,cement,2080,-0.252
EU-12,cement,2080,0.059
EU-15,cement,2080,0.02
Europe_Eastern,cement,2080,0.129
Europe_Non_EU,cement,2080,-0.036
European Free Trade Association,cement,2080,0.078
India,cement,2080,0.117
Indonesia,cement,2080,0.174
Japan,cement,2080,0.035
Mexico,cement,2080,0.184
Middle East,cement,2080,-0.039
Pakistan,cement,2080,0.14
Russia,cement,2080,0.146
South Africa,cement,2080,0.273
South America_Northern,cement,2080,0.342
South America_Southern,cement,2080,0.199
South Asia,cement,2080,0.428
South Korea,cement,2080,-0.252
Southeast Asia,cement,2080,0.093
Taiwan,cement,2080,-0.037
Argentina,cement,2080,0.281
Colombia,cement,2080,0.205
USA,cement,2075,0.553
Africa_Eastern,cement,2075,0.427
Africa_Northern,cement,2075,0.009
Africa_Southern,cement,2075,0.597
Africa_Western,cement,2075,0.5
Australia_NZ,cement,2075,0.174
Brazil,cement,2075,0.228
Canada,cement,2075,0.288
